DateTime,Turbidity FNU,fDOM QSU,fDOM RFU
7/12/2022 14:30,8.47,10.49,5.49
7/12/2022 14:35,4.49,19.7,10.28
7/12/2022 14:40,4.48,20.88,10.9
7/12/2022 14:45,3.66,21.2,11.07
7/12/2022 14:50,3.43,21.26,11.1
7/12/2022 14:55,3.37,21.28,11.11
7/12/2022 15:00,3.38,21.28,11.11
7/12/2022 15:15,3.47,21.24,11.09
7/12/2022 15:30,3.39,21.19,11.06
7/12/2022 15:45,3.4,21.08,11
7/12/2022 16:00,3.37,21.03,10.98
7/12/2022 16:15,3.4,21.01,10.96
7/12/2022 16:30,3.37,21.03,10.98
7/12/2022 16:45,3.38,21.05,10.99
7/12/2022 17:00,3.37,21.09,11
7/12/2022 17:15,3.37,21.13,11.03
7/12/2022 17:30,3.37,21.19,11.06
7/12/2022 17:45,3.38,21.28,11.1
7/12/2022 18:00,3.39,21.32,11.13
7/12/2022 18:15,3.35,21.36,11.15
7/12/2022 18:30,3.37,21.38,11.16
7/12/2022 18:45,3.33,21.41,11.17
7/12/2022 19:00,3.31,21.44,11.19
7/12/2022 19:15,3.35,21.46,11.2
7/12/2022 19:30,3.34,21.47,11.21
7/12/2022 19:45,3.36,21.48,11.21
7/12/2022 20:00,3.31,21.51,11.22
7/12/2022 20:15,3.33,21.52,11.23
7/12/2022 20:30,3.3,21.51,11.23
7/12/2022 20:45,3.3,21.52,11.23
7/12/2022 21:00,3.33,21.52,11.23
7/12/2022 21:15,3.32,21.53,11.24
7/12/2022 21:30,3.33,21.54,11.24
7/12/2022 21:45,3.31,21.57,11.26
7/12/2022 22:00,3.33,21.58,11.26
7/12/2022 22:15,3.34,21.6,11.27
7/12/2022 22:30,3.32,21.6,11.27
7/12/2022 22:45,3.32,21.59,11.26
7/12/2022 23:00,3.32,21.59,11.26
7/12/2022 23:15,3.36,21.58,11.26
7/12/2022 23:30,3.31,21.54,11.24
7/12/2022 23:45,3.34,21.52,11.23
7/13/2022 0:00,3.31,21.5,11.22
7/13/2022 0:15,3.3,21.49,11.21
7/13/2022 0:30,3.3,21.47,11.21
7/13/2022 0:45,3.31,21.45,11.2
7/13/2022 1:00,3.29,21.44,11.19
7/13/2022 1:15,3.34,21.43,11.19
7/13/2022 1:30,3.31,21.44,11.19
7/13/2022 1:45,3.28,21.42,11.18
7/13/2022 2:00,3.31,21.4,11.17
7/13/2022 2:15,3.32,21.38,11.16
7/13/2022 2:30,3.29,21.38,11.16
7/13/2022 2:45,3.31,21.37,11.15
7/13/2022 3:00,3.29,21.35,11.14
7/13/2022 3:15,3.29,21.34,11.14
7/13/2022 3:30,3.28,21.33,11.13
7/13/2022 3:45,3.27,21.32,11.13
7/13/2022 4:00,3.24,21.3,11.12
7/13/2022 4:15,3.25,21.29,11.11
7/13/2022 4:30,3.26,21.28,11.1
7/13/2022 4:45,3.26,21.27,11.1
7/13/2022 5:00,3.25,21.25,11.09
7/13/2022 5:15,3.26,21.23,11.08
7/13/2022 5:30,3.26,21.22,11.08
7/13/2022 5:45,3.29,21.21,11.07
7/13/2022 6:00,3.28,21.2,11.06
7/13/2022 6:15,3.3,21.19,11.06
7/13/2022 6:30,3.3,21.2,11.06
7/13/2022 6:45,3.28,21.21,11.07
7/13/2022 7:00,3.26,21.24,11.09
7/13/2022 7:15,3.26,21.26,11.09
7/13/2022 7:30,3.26,21.25,11.09
7/13/2022 7:45,3.25,21.23,11.08
7/13/2022 8:00,3.23,21.22,11.07
7/13/2022 8:15,3.21,21.2,11.07
7/13/2022 8:30,3.23,21.16,11.04
7/13/2022 8:45,3.23,21.1,11.01
7/13/2022 9:00,3.22,21.04,10.98
7/13/2022 9:15,3.2,20.94,10.93
7/13/2022 9:30,3.19,20.8,10.86
7/13/2022 9:45,3.2,20.7,10.8
7/13/2022 10:00,3.22,20.74,10.83
7/13/2022 10:15,3.22,20.62,10.76
7/13/2022 10:30,3.24,20.49,10.7
7/13/2022 10:45,3.24,20.32,10.61
7/13/2022 11:00,3.27,20.19,10.54
7/13/2022 11:15,3.26,20.05,10.46
7/13/2022 11:30,3.27,19.92,10.4
7/13/2022 11:45,3.28,19.85,10.36
7/13/2022 12:00,3.28,19.74,10.3
7/13/2022 12:15,3.26,19.79,10.33
7/13/2022 12:30,3.29,19.69,10.28
7/13/2022 12:45,3.28,19.67,10.27
7/13/2022 13:00,3.29,19.86,10.37
7/13/2022 13:15,3.24,19.98,10.43
7/13/2022 13:30,3.23,20.08,10.48
7/13/2022 13:45,3.21,20.13,10.51
7/13/2022 14:00,3.22,20.12,10.5
7/13/2022 14:15,3.22,20.07,10.48
7/13/2022 14:30,3.21,20.15,10.52
7/13/2022 14:45,3.18,20.21,10.55
7/13/2022 15:00,3.2,20.26,10.58
7/13/2022 15:15,3.2,20.14,10.51
7/13/2022 15:30,3.23,19.98,10.43
7/13/2022 15:45,3.24,19.94,10.41
7/13/2022 16:00,3.28,19.88,10.38
7/13/2022 16:15,3.29,19.86,10.37
7/13/2022 16:30,3.28,19.88,10.38
7/13/2022 16:45,3.28,19.93,10.4
7/13/2022 17:00,3.3,19.99,10.44
7/13/2022 17:15,3.26,20.05,10.46
7/13/2022 17:30,3.26,20.16,10.52
7/13/2022 17:45,3.23,20.22,10.55
7/13/2022 18:00,3.24,20.29,10.59
7/13/2022 18:15,3.21,20.33,10.61
7/13/2022 18:30,3.22,20.36,10.62
7/13/2022 18:45,3.21,20.37,10.63
7/13/2022 19:00,3.22,20.38,10.64
7/13/2022 19:15,3.2,20.39,10.64
7/13/2022 19:30,3.206,20.22,10.55
7/13/2022 19:45,3.42,20.36,10.63
7/13/2022 20:00,3.25,20.4,10.65
7/13/2022 20:15,3.22,20.41,10.65
7/13/2022 20:30,3.23,20.43,10.66
7/13/2022 20:45,3.24,20.42,10.66
7/13/2022 21:00,3.25,20.44,10.67
7/13/2022 21:15,3.27,20.45,10.67
7/13/2022 21:30,3.27,20.47,10.68
7/13/2022 21:45,3.23,20.5,10.7
7/13/2022 22:00,3.25,20.52,10.71
7/13/2022 22:15,3.25,20.53,10.71
7/13/2022 22:30,3.26,20.54,10.72
7/13/2022 22:45,3.23,20.54,10.72
7/13/2022 23:00,3.27,20.53,10.72
7/13/2022 23:15,3.25,20.53,10.71
7/13/2022 23:30,3.26,20.52,10.71
7/13/2022 23:45,3.24,20.52,10.71
7/14/2022 0:00,3.25,20.52,10.71
7/14/2022 0:15,3.21,20.53,10.71
7/14/2022 0:30,3.22,20.51,10.71
7/14/2022 0:45,3.22,20.5,10.7
7/14/2022 1:00,3.26,20.47,10.69
7/14/2022 1:15,3.23,20.46,10.68
7/14/2022 1:30,3.24,20.46,10.68
7/14/2022 1:45,3.21,20.44,10.67
7/14/2022 2:00,3.23,20.42,10.66
7/14/2022 2:15,3.2,20.4,10.65
7/14/2022 2:30,3.23,20.38,10.64
7/14/2022 2:45,3.21,20.39,10.64
7/14/2022 3:00,3.23,20.39,10.64
7/14/2022 3:15,3.2,20.38,10.64
7/14/2022 3:30,3.2,20.38,10.64
7/14/2022 3:45,3.18,20.38,10.64
7/14/2022 4:00,3.17,20.36,10.63
7/14/2022 4:15,3.16,20.36,10.62
7/14/2022 4:30,3.15,20.35,10.62
7/14/2022 4:45,3.14,20.33,10.61
7/14/2022 5:00,3.14,20.32,10.61
7/14/2022 5:15,3.13,20.29,10.59
7/14/2022 5:30,3.17,20.29,10.59
7/14/2022 5:45,3.18,20.28,10.58
7/14/2022 6:00,3.17,20.28,10.58
7/14/2022 6:15,3.17,20.26,10.57
7/14/2022 6:30,3.18,20.29,10.59
7/14/2022 6:45,3.16,20.3,10.6
7/14/2022 7:00,3.17,20.33,10.61
7/14/2022 7:15,3.17,20.34,10.61
7/14/2022 7:30,3.17,20.34,10.62
7/14/2022 7:45,3.16,20.32,10.61
7/14/2022 8:00,3.16,20.32,10.61
7/14/2022 8:15,3.11,20.29,10.59
7/14/2022 8:30,3.1,20.27,10.58
7/14/2022 8:45,3.06,20.24,10.56
7/14/2022 9:00,3.08,20.13,10.51
7/14/2022 9:15,3.07,20.1,10.49
7/14/2022 9:30,3.07,19.96,10.42
7/14/2022 9:45,3.05,19.87,10.37
7/14/2022 10:00,3.07,19.87,10.37
7/14/2022 10:15,3.08,19.77,10.32
7/14/2022 10:30,3.1,19.65,10.26
7/14/2022 10:45,3.08,19.52,10.19
7/14/2022 11:00,3.1,19.36,10.11
7/14/2022 11:15,3.12,19.22,10.03
7/14/2022 11:30,3.12,19.07,9.95
7/14/2022 11:45,3.14,18.99,9.91
7/14/2022 12:00,3.14,18.93,9.88
7/14/2022 12:15,3.17,18.84,9.83
7/14/2022 12:30,3.18,18.92,9.88
7/14/2022 12:45,3.14,19.1,9.97
7/14/2022 13:00,3.11,19.21,10.03
7/14/2022 13:15,3.07,19.3,10.07
7/14/2022 13:30,3.06,19.34,10.1
7/14/2022 13:45,3.05,19.34,10.1
7/14/2022 14:00,3.03,19.38,10.12
7/14/2022 14:15,3.15,19.43,10.14
7/14/2022 14:30,3.07,19.48,10.17
7/14/2022 14:45,3.05,19.54,10.2
7/14/2022 15:00,3.04,19.56,10.21
7/14/2022 15:15,3.06,19.6,10.23
7/14/2022 15:30,3.07,19.56,10.21
7/14/2022 15:45,3.1,19.52,10.19
7/14/2022 16:00,3.08,19.43,10.14
7/14/2022 16:15,3.11,19.37,10.11
7/14/2022 16:30,3.1,19.34,10.1
7/14/2022 16:45,3.09,19.36,10.11
7/14/2022 17:00,3.12,19.37,10.11
7/14/2022 17:15,3.08,19.42,10.14
7/14/2022 17:30,3.1,19.46,10.16
7/14/2022 17:45,3.06,19.51,10.19
7/14/2022 18:00,3.1,19.55,10.2
7/14/2022 18:15,3.06,19.57,10.22
7/14/2022 18:30,3.04,19.59,10.23
7/14/2022 18:45,3.03,19.6,10.23
7/14/2022 19:00,3.04,19.61,10.24
7/14/2022 19:15,3.03,19.62,10.24
7/14/2022 19:30,3.04,19.64,10.25
7/14/2022 19:45,3.01,19.66,10.26
7/14/2022 20:00,3.03,19.68,10.27
7/14/2022 20:15,3,19.69,10.28
7/14/2022 20:30,3.01,19.69,10.28
7/14/2022 20:45,3.03,19.68,10.27
7/14/2022 21:00,3.04,19.68,10.27
7/14/2022 21:15,3.05,19.69,10.28
7/14/2022 21:30,3.09,19.68,10.27
7/14/2022 21:45,3.07,19.7,10.28
7/14/2022 22:00,3.04,19.71,10.29
7/14/2022 22:15,3.05,19.72,10.29
7/14/2022 22:30,3.01,19.73,10.3
7/14/2022 22:45,3.05,19.73,10.3
7/14/2022 23:00,3.01,19.73,10.3
7/14/2022 23:15,3.01,19.72,10.29
7/14/2022 23:30,2.99,19.71,10.29
7/14/2022 23:45,3.03,19.69,10.28
7/15/2022 0:00,3,19.68,10.27
7/15/2022 0:15,3,19.68,10.27
7/15/2022 0:30,3,19.67,10.27
7/15/2022 0:45,3.02,19.65,10.26
7/15/2022 1:00,3.2,19.65,10.26
7/15/2022 1:15,3.69,20.16,10.52
7/15/2022 1:30,3.93,20.79,10.85
7/15/2022 1:45,3.51,21.25,11.09
7/15/2022 2:00,3.4,21.1,11.01
7/15/2022 2:15,3.33,21.33,11.13
7/15/2022 2:30,3.29,21.26,11.09
7/15/2022 2:45,3.42,21.42,11.18
7/15/2022 3:00,3.72,21.66,11.3
7/15/2022 3:15,4.4,22.13,11.55
7/15/2022 3:30,4.4,23.15,12.08
7/15/2022 3:45,4.22,24.16,12.61
7/15/2022 4:00,4.08,24.9,12.99
7/15/2022 4:15,3.88,25.55,13.33
7/15/2022 4:30,3.74,25.78,13.45
7/15/2022 4:45,3.62,25.77,13.45
7/15/2022 5:00,3.53,25.82,13.47
7/15/2022 5:15,3.51,25.84,13.48
7/15/2022 5:30,3.44,25.81,13.46
7/15/2022 5:45,3.4,25.71,13.41
7/15/2022 6:00,3.35,25.56,13.34
7/15/2022 6:15,3.31,25.43,13.27
7/15/2022 6:30,3.27,25.36,13.23
7/15/2022 6:45,3.24,25.32,13.21
7/15/2022 7:00,3.21,25.29,13.2
7/15/2022 7:15,3.17,25.25,13.18
7/15/2022 7:30,3.13,25.19,13.14
7/15/2022 7:45,3.11,25.11,13.1
7/15/2022 8:00,3.07,24.99,13.04
7/15/2022 8:15,3.06,24.87,12.97
7/15/2022 8:30,3,24.72,12.89
7/15/2022 8:45,3.02,24.55,12.81
7/15/2022 9:00,3,24.29,12.67
7/15/2022 9:15,2.97,24.12,12.58
7/15/2022 9:30,2.94,23.86,12.45
7/15/2022 9:45,2.94,23.58,12.3
7/15/2022 10:00,2.93,23.48,12.25
7/15/2022 10:15,2.96,23.25,12.13
7/15/2022 10:30,2.94,22.97,11.98
7/15/2022 10:45,2.99,22.69,11.84
7/15/2022 11:00,2.97,22.42,11.7
7/15/2022 11:15,2.99,22.15,11.56
7/15/2022 11:30,2.97,21.87,11.41
7/15/2022 11:45,2.96,21.73,11.34
7/15/2022 12:00,2.97,21.49,11.22
7/15/2022 12:15,2.98,21.3,11.12
7/15/2022 12:30,2.98,21.17,11.05
7/15/2022 12:45,3.01,21.05,10.99
7/15/2022 13:00,2.98,20.92,10.92
7/15/2022 13:15,2.98,21.1,11.01
7/15/2022 13:30,2.93,21.25,11.09
7/15/2022 13:45,2.91,21.28,11.1
7/15/2022 14:00,2.89,21.31,11.12
7/15/2022 14:15,2.93,21.09,11.01
7/15/2022 14:30,2.91,20.88,10.9
7/15/2022 14:45,2.95,20.77,10.84
7/15/2022 15:00,2.92,20.68,10.79
7/15/2022 15:15,2.96,20.65,10.78
7/15/2022 15:30,2.93,20.6,10.75
7/15/2022 15:45,2.94,20.58,10.74
7/15/2022 16:00,2.94,20.55,10.73
7/15/2022 16:15,2.93,20.59,10.75
7/15/2022 16:30,2.92,20.66,10.78
7/15/2022 16:45,2.95,20.72,10.81
7/15/2022 17:00,2.91,20.77,10.84
7/15/2022 17:15,2.92,20.8,10.85
7/15/2022 17:30,2.89,20.85,10.88
7/15/2022 17:45,2.91,20.86,10.89
7/15/2022 18:00,2.87,20.89,10.9
7/15/2022 18:15,2.86,20.89,10.9
7/15/2022 18:30,2.84,20.88,10.9
7/15/2022 18:45,2.88,20.88,10.9
7/15/2022 19:00,2.85,20.88,10.9
7/15/2022 19:15,2.84,20.87,10.89
7/15/2022 19:30,2.83,20.87,10.89
7/15/2022 19:45,2.84,20.86,10.89
7/15/2022 20:00,2.82,20.87,10.89
7/15/2022 20:15,2.82,20.87,10.89
7/15/2022 20:30,2.82,20.87,10.89
7/15/2022 20:45,2.81,20.86,10.89
7/15/2022 21:00,2.94,20.83,10.87
7/15/2022 21:15,2.85,20.84,10.87
7/15/2022 21:30,3.29,20.77,10.84
7/15/2022 21:45,2.9,20.84,10.88
7/15/2022 22:00,2.82,20.83,10.87
7/15/2022 22:15,2.86,20.83,10.87
7/15/2022 22:30,2.82,20.81,10.86
7/15/2022 22:45,2.81,20.8,10.85
7/15/2022 23:00,2.83,20.79,10.85
7/15/2022 23:15,2.84,20.75,10.83
7/15/2022 23:30,2.83,20.72,10.82
7/15/2022 23:45,2.83,20.71,10.81
7/16/2022 0:00,2.82,20.69,10.8
7/16/2022 0:15,2.81,20.66,10.78
7/16/2022 0:30,2.79,20.63,10.77
7/16/2022 0:45,2.83,20.6,10.75
7/16/2022 1:00,2.81,20.57,10.74
7/16/2022 1:15,2.82,20.55,10.73
7/16/2022 1:30,2.8,20.53,10.72
7/16/2022 1:45,2.81,20.51,10.7
7/16/2022 2:00,2.8,20.49,10.69
7/16/2022 2:15,2.8,20.47,10.68
7/16/2022 2:30,2.8,20.44,10.67
7/16/2022 2:45,2.76,20.42,10.66
7/16/2022 3:00,2.77,20.39,10.64
7/16/2022 3:15,2.78,20.37,10.63
7/16/2022 3:30,2.77,20.35,10.62
7/16/2022 3:45,2.77,20.33,10.61
7/16/2022 4:00,2.78,20.3,10.6
7/16/2022 4:15,2.76,20.29,10.59
7/16/2022 4:30,2.74,20.28,10.58
7/16/2022 4:45,2.75,20.25,10.57
7/16/2022 5:00,2.74,20.22,10.56
7/16/2022 5:15,2.73,20.21,10.55
7/16/2022 5:30,2.74,20.18,10.53
7/16/2022 5:45,2.73,20.16,10.52
7/16/2022 6:00,2.74,20.15,10.52
7/16/2022 6:15,2.74,20.14,10.51
7/16/2022 6:30,2.76,20.14,10.51
7/16/2022 6:45,2.76,20.15,10.52
7/16/2022 7:00,2.74,20.17,10.53
7/16/2022 7:15,2.74,20.18,10.53
7/16/2022 7:30,2.74,20.17,10.53
7/16/2022 7:45,2.71,20.17,10.53
7/16/2022 8:00,2.71,20.15,10.52
7/16/2022 8:15,2.7,20.12,10.5
7/16/2022 8:30,2.72,20.09,10.49
7/16/2022 8:45,2.68,20.02,10.45
7/16/2022 9:00,2.68,19.95,10.41
7/16/2022 9:15,2.64,19.86,10.37
7/16/2022 9:30,2.66,19.79,10.33
7/16/2022 9:45,2.64,19.72,10.3
7/16/2022 10:00,2.66,19.65,10.26
7/16/2022 10:15,2.67,19.58,10.22
7/16/2022 10:30,2.69,19.45,10.15
7/16/2022 10:45,2.68,19.29,10.07
7/16/2022 11:00,2.7,19.15,10
7/16/2022 11:15,2.71,19.01,9.92
7/16/2022 11:30,2.74,18.88,9.86
7/16/2022 11:45,2.72,18.84,9.83
7/16/2022 12:00,2.69,18.98,9.91
7/16/2022 12:15,2.67,19.1,9.97
7/16/2022 12:30,3,19.12,9.98
7/16/2022 12:45,2.905,20.86,10.89
7/16/2022 13:00,3.001,22.72,11.85
7/16/2022 13:15,3.1103,25.24,13.17
7/16/2022 13:30,3.55,24.89,12.99
7/16/2022 13:45,3.29,24.54,12.81
7/16/2022 14:00,3.19,23.78,12.41
7/16/2022 14:15,3.13,23.43,12.23
7/16/2022 14:30,3.14,23.49,12.25
7/16/2022 14:45,3.22,23.74,12.39
7/16/2022 15:00,3.22,24.03,12.54
7/16/2022 15:15,3.16,24.26,12.65
7/16/2022 15:30,3.11,24.38,12.72
7/16/2022 15:45,3.06,24.44,12.75
7/16/2022 16:00,3.05,24.41,12.74
7/16/2022 16:15,3,24.05,12.55
7/16/2022 16:30,2.98,23.61,12.32
7/16/2022 16:45,2.94,23.31,12.16
7/16/2022 17:00,2.99,23.2,12.1
7/16/2022 17:15,2.96,23.17,12.09
7/16/2022 17:30,2.93,23.14,12.07
7/16/2022 17:45,2.87,23.07,12.04
7/16/2022 18:00,2.89,23.02,12.01
7/16/2022 18:15,2.84,22.95,11.97
7/16/2022 18:30,2.82,22.88,11.94
7/16/2022 18:45,2.8,22.81,11.9
7/16/2022 19:00,2.79,22.75,11.87
7/16/2022 19:15,2.76,22.67,11.83
7/16/2022 19:30,2.76,22.59,11.79
7/16/2022 19:45,2.77,22.51,11.74
7/16/2022 20:00,2.73,22.41,11.69
7/16/2022 20:15,2.71,22.31,11.64
7/16/2022 20:30,2.72,22.21,11.59
7/16/2022 20:45,2.7,22.12,11.54
7/16/2022 21:00,2.72,22.03,11.5
7/16/2022 21:15,2.7,21.96,11.46
7/16/2022 21:30,2.71,21.88,11.42
7/16/2022 21:45,2.69,21.81,11.38
7/16/2022 22:00,2.69,21.76,11.35
7/16/2022 22:15,2.67,21.7,11.33
7/16/2022 22:30,2.67,21.66,11.3
7/16/2022 22:45,2.65,21.61,11.28
7/16/2022 23:00,2.65,21.56,11.25
7/16/2022 23:15,2.65,21.5,11.22
7/16/2022 23:30,2.66,21.44,11.19
7/16/2022 23:45,2.65,21.39,11.16
7/17/2022 0:00,2.67,21.34,11.13
7/17/2022 0:15,2.66,21.29,11.11
7/17/2022 0:30,2.66,21.23,11.08
7/17/2022 0:45,2.69,21.17,11.05
7/17/2022 1:00,2.68,21.12,11.02
7/17/2022 1:15,2.65,21.06,10.99
7/17/2022 1:30,2.66,21.01,10.97
7/17/2022 1:45,2.66,20.97,10.95
7/17/2022 2:00,2.67,20.95,10.93
7/17/2022 2:15,2.64,20.89,10.9
7/17/2022 2:30,2.67,20.86,10.89
7/17/2022 2:45,2.66,20.83,10.87
7/17/2022 3:00,2.64,20.8,10.85
7/17/2022 3:15,2.65,20.75,10.83
7/17/2022 3:30,2.63,20.73,10.82
7/17/2022 3:45,2.58,20.7,10.8
7/17/2022 4:00,2.6,20.67,10.79
7/17/2022 4:15,2.58,20.64,10.77
7/17/2022 4:30,2.6,20.6,10.75
7/17/2022 4:45,2.57,20.57,10.74
7/17/2022 5:00,2.55,20.54,10.72
7/17/2022 5:15,2.57,20.51,10.7
7/17/2022 5:30,2.58,20.49,10.69
7/17/2022 5:45,2.55,20.45,10.67
7/17/2022 6:00,2.59,20.42,10.66
7/17/2022 6:15,2.58,20.41,10.65
7/17/2022 6:30,2.59,20.4,10.65
7/17/2022 6:45,2.56,20.41,10.65
7/17/2022 7:00,2.55,20.41,10.65
7/17/2022 7:15,2.54,20.42,10.66
7/17/2022 7:30,2.55,20.42,10.66
7/17/2022 7:45,2.52,20.42,10.66
7/17/2022 8:00,2.52,20.37,10.63
7/17/2022 8:15,2.49,20.35,10.62
7/17/2022 8:30,2.87,20.24,10.56
7/17/2022 8:45,2.55,20.26,10.57
7/17/2022 9:00,2.49,20.12,10.5
7/17/2022 9:15,2.47,20.07,10.47
7/17/2022 9:30,2.46,20.01,10.45
7/17/2022 9:45,2.46,19.85,10.36
7/17/2022 10:00,2.47,19.86,10.37
7/17/2022 10:15,2.47,19.75,10.31
7/17/2022 10:30,2.49,19.61,10.24
7/17/2022 10:45,2.5,19.45,10.16
7/17/2022 11:00,2.52,19.3,10.07
7/17/2022 11:15,2.52,19.13,9.99
7/17/2022 11:30,2.51,19.04,9.94
7/17/2022 11:45,2.52,18.84,9.83
7/17/2022 12:00,2.53,18.84,9.83
7/17/2022 12:15,2.54,18.74,9.78
7/17/2022 12:30,2.53,18.7,9.76
7/17/2022 12:45,2.52,18.6,9.71
7/17/2022 13:00,2.55,18.61,9.71
7/17/2022 13:15,2.56,18.51,9.67
7/17/2022 13:30,2.57,18.44,9.63
7/17/2022 13:45,2.55,18.42,9.61
7/17/2022 14:00,2.56,18.39,9.6
7/17/2022 14:15,2.54,18.43,9.62
7/17/2022 14:30,2.56,18.59,9.71
7/17/2022 14:45,2.54,18.68,9.75
7/17/2022 15:00,2.56,18.65,9.73
7/17/2022 15:15,2.54,18.6,9.71
7/17/2022 15:30,2.54,18.6,9.71
7/17/2022 15:45,2.52,18.63,9.73
7/17/2022 16:00,2.52,18.68,9.75
7/17/2022 16:15,2.58,18.77,9.8
7/17/2022 16:30,2.52,18.83,9.83
7/17/2022 16:45,2.52,18.9,9.87
7/17/2022 17:00,2.5,18.98,9.91
7/17/2022 17:15,2.49,19.03,9.94
7/17/2022 17:30,2.57,19.07,9.96
7/17/2022 17:45,2.52,19.1,9.97
7/17/2022 18:00,2.51,19.13,9.99
7/17/2022 18:15,2.71,19.17,10.01
7/17/2022 18:30,2.54,19.23,10.04
7/17/2022 18:45,3.08,19.3,10.07
7/17/2022 19:00,3.25,21.72,11.34
7/17/2022 19:15,3.373,19.23,10.04
7/17/2022 19:30,3.43,19.26,10.05
7/17/2022 19:45,2.96,19.31,10.08
7/17/2022 20:00,2.81,19.34,10.09
7/17/2022 20:15,2.76,19.35,10.1
7/17/2022 20:30,2.71,19.37,10.11
7/17/2022 20:45,2.71,19.37,10.11
7/17/2022 21:00,2.7,19.39,10.12
7/17/2022 21:15,2.67,19.4,10.13
7/17/2022 21:30,2.66,19.42,10.14
7/17/2022 21:45,2.63,19.44,10.15
7/17/2022 22:00,2.62,19.45,10.15
7/17/2022 22:15,2.61,19.43,10.14
7/17/2022 22:30,2.61,19.44,10.15
7/17/2022 22:45,2.59,19.44,10.15
7/17/2022 23:00,2.7,19.43,10.14
7/17/2022 23:15,2.59,19.43,10.14
7/17/2022 23:30,2.58,19.43,10.14
7/17/2022 23:45,2.58,19.42,10.14
7/18/2022 0:00,2.57,19.42,10.14
7/18/2022 0:15,2.56,19.42,10.14
7/18/2022 0:30,2.58,19.41,10.13
7/18/2022 0:45,2.61,19.39,10.12
7/18/2022 1:00,2.58,19.37,10.11
7/18/2022 1:15,2.56,19.35,10.1
7/18/2022 1:30,2.56,19.35,10.1
7/18/2022 1:45,2.54,19.33,10.09
7/18/2022 2:00,2.53,19.31,10.08
7/18/2022 2:15,2.53,19.31,10.08
7/18/2022 2:30,2.53,19.3,10.07
7/18/2022 2:45,2.53,19.29,10.07
7/18/2022 3:00,2.6,19.27,10.06
